window,rms,p2p,crest,kurtosis_excess,be_2000_4000,be_4000_6000,be_6000_8000,be_8000_10000,env_energy
1,-0.3491841695945452,-2.0634862379251024,-1.7265274937004365,-0.6751884358134316,0.4918083381684997,-0.7344332398556248,-0.5402793454949468,-0.9888386555397646,-0.7989796859451934
2,-1.5192897998695911,0.09871602487759693,0.16509465080400923,0.6738115641865684,-1.0228083807952502,-1.0232495775647787,-1.4375750198758477,-1.3092739414508177,-1.9770822135957138
3,-0.16461863001476673,0.21305167394468705,0.24701180233673206,1.6021326226190085,0.14582308378366074,-0.6145667601443751,-1.0029722601235174,-0.09781813368528149,-0.8225080305740174
4,-0.007631380777058158,-0.09871602487759693,-0.16509465080400923,0.09447876341946185,-2.2277359577617455,0.7934500020689378,-1.8158253129856543,0.09781813368528149,-0.03544723714323077
5,2.0001941351082535,-1.2854504432976048,-2.250600881761219,0.022994151295365115,-0.02243980324280044,1.3554710258705782,0.9045494243926373,1.9109566506372324,2.5229103287700148
6,0.6890361658356142,-0.26553361122138414,-1.092563520724802,-0.6889140103727861,-0.8571916618315002,-0.025334796266374478,0.5017166270815193,0.5066053457525828,0.037329278762453934
7,1.8041375382629732,0.2066253142781527,0.21998019663089902,-0.9872545456843197,1.083507724772037,1.0813052296045598,0.41663507979370173,1.643093650489135,2.064243873766926
8,0.6599638341643856,1.767873693264523,2.8923646752842886,-0.3755942030448989,0.02243980324280044,0.025334796266377642,0.8087206545050531,0.2051589411430486,0.5500203140548066
9,-0.8392561548908497,-2.115075625248114,-1.5533274322973314,-0.022994151295365115,0.4223115274314831,-0.46328070015775336,-0.03951943421150195,-0.40515874179612077,-0.45322044776046805
10,0.007631380777048839,1.0834663887786158,0.2564364792751981,1.5222378265306802,-1.1289765876525497,0.42708640935818537,0.03951943421150195,-0.8423946542474171,0.03544723714323077
11,0.7705527017853829,1.3714922588328702,1.6352282796614388,1.2818424354039502,-1.0246680151611707,0.4566104897773454,-1.4371945026987356,-0.30360398801926863,-0.13377191007605924
12,2.0399669686505866,-0.40932340876009,-1.4412319035918235,-0.43862612951522995,-0.9480803276695668,1.010980722048126,3.548583726252064,0.11144416371493997,2.238616883169708
13,1.914369701552108,-0.14744925234881567,-0.7382434486513899,0.004362146220581274,-0.4947346627611921,0.17064063911200114,0.10978917876802495,0.5672995323495259,0.1333290570654063
14,2.555615499358674,0.22768949318512635,-0.04838840750788048,0.3415738392843197,-0.8738344718926322,1.0572432106892917,-0.0032054612290822082,0.5006056280849162,1.1149860450177702
15,0.6567579734250447,1.2564425698028319,0.09326054040096118,1.0118222227955203,-1.4371928007563655,0.014630654480484413,1.053382488459062,-0.1806797799894886,0.23463712378742216
16,2.594920097073574,1.1079222575095937,0.1534973668153667,1.5362917763275243,-1.317715622275604,0.4207050919577077,4.38162881961316,0.3753296410859729,1.9627264529641248
17,1.4507084087987365,0.3927219796215429,-0.6508601617125689,-0.8722426112128441,-0.74133241648765,0.6739436639214329,-0.5003529991368246,-0.2661399365601155,0.5008253162687597
18,2.3070941056976744,2.84089724758502,1.7970247326591506,0.5249766331472951,-0.6347021619591083,0.7561665433114135,1.4163007803247738,0.945803702200979,1.4708671467252394
19,4.362001891692965,3.065105795950774,1.080589183796089,-0.5156126500878557,0.30786142063749455,1.2862697137381418,3.5320382910717214,1.1801615600742725,3.0596577550410853
20,3.674903920940434,0.015619624189493185,-0.8058438837883964,0.3238389406839243,-1.2935169185076854,0.9972939863789357,4.600344623315309,1.6410432970910638,2.815489232155318
21,4.585626820875278,2.1191813550350664,0.18110775909871038,0.7835777695029655,-1.67838214770619,1.338290034944111,4.365367343088255,2.3113440135967624,3.364658156120607
22,4.480631361969117,1.4680661638216224,0.23493588388475853,0.07798097480554993,-2.5352536856098955,2.036488306997268,3.496289801971761,1.7795081953382974,3.352441329383273
23,3.4650828776069607,1.2939296678576155,0.8727942446493392,-0.08088503025223961,-0.12984168071124466,0.3436217091929691,2.8958350473792405,2.258541645914387,1.9610420042226244
24,5.080655280032382,1.5273314807463279,-0.10699002431925597,-0.5339839647081291,-1.3995137126984427,1.36987985046763,7.157345837890978,2.30200224282524,4.562809269134122
25,3.988274646938532,3.0427027921132725,0.8977807420073519,1.537313275319297,-0.34876956465437625,0.37613623820724273,5.0069303515865915,2.422916951424791,2.6768220810561076
26,3.6968878250517143,2.1772863570199816,0.8760411124945761,0.866848220268954,-1.6752505574077485,1.8842600620773298,1.8921570568585822,1.9392010507720638,3.04547504314336
27,3.178185531301375,0.9972460632526134,-0.011763288578195094,0.3791763353694414,-1.4898338618747764,0.9081970913442068,3.0505034176879873,2.1318241479601,2.317540680031821
28,4.442392892112231,0.18511486039433636,-0.19780924452898493,0.38383201568490605,-0.8826100363770772,0.7214734369964231,7.165443464612789,2.346861738359944,3.924861688883717
29,6.042225718583856,1.5245645758899034,-1.0317942973350869,0.09662409711765249,-1.770936519503136,1.5312655710572816,8.574403062935094,2.778910356633226,5.217266077915879
30,5.586740792408219,2.206919015482334,0.026972884050202536,1.0912734313448547,-2.73625607222906,1.58101852046709,4.398556077895924,2.7876322645335008,3.4835218477517693
31,4.110290046576275,3.670165409554056,1.946422953057176,0.02028748803483674,-1.863715783811465,0.11077447096031441,4.581313375494025,2.3040842281684646,2.062802229407701
32,4.76568238649218,1.759840743681355,0.6364884309687361,-0.27825380398210925,-1.847321868925531,0.7264996592209143,3.916840195471335,2.878025110921176,2.658440080450321
33,5.644972569253637,2.564563781924044,0.015709104530240634,1.1637714679182505,-1.1686801348491922,0.8134716667394516,7.86886097452626,2.145257155664343,4.149709923961015
34,4.1664797492240915,2.2107569802831812,1.7929619622340376,-0.34603269929870445,-1.9722257199928317,-0.0683535471641482,6.897941299599761,1.9807952673754639,2.7766357996798576
35,3.8206373549105526,0.22983161307397115,-1.640092164596319,-0.25066614508988105,-2.306021790551818,0.16457631237357961,5.039897196339551,1.4859777211554028,1.8967631246619692
36,4.200610883015894,1.2700093290988486,1.0599621278472855,-0.26812791206889397,-2.0048520193511865,0.3086670701313493,6.358805257437079,2.784639344235201,3.018105381993565
37,3.9377129568313984,1.3282928410745005,-0.7279851290751413,-0.044535850269829695,-3.1971108033933335,0.5562239351009959,6.799905865122125,2.3291117371970924,3.0628356440384445
38,3.5813709890000474,0.9037068281063915,-0.3569266803454677,0.4017895146683358,-3.2340494440520207,-0.07721694337673428,6.7685864011394585,2.1238090236839646,2.2426966744820804
39,3.413058776774019,3.8385895858144767,3.758759432935981,-0.05924205025981968,-3.5208124808352337,0.8043522724312233,2.772557642262871,2.454755965554921,1.8741346168631554
40,2.158870582210293,1.593201667328305,0.023945112534943934,0.32363247558772834,-2.8575366539364206,-0.5819499496362319,3.6173132089830147,2.105994044734329,0.6686585440761783
41,3.181373643310976,-0.5117881434431653,-1.6254304872935144,-1.4963939681786902,-2.9709515655653864,-0.06965370278535887,4.426157848884215,1.172929890296779,1.2146504276816987
42,4.057306600288955,-0.919237197300516,-2.479439035424375,1.26320639934314,-3.0529949924872932,1.110445845432946,5.212990684789073,2.500379097244997,3.1333882042845693
43,2.7054369881779436,0.3596976313351859,-0.18484494956675504,0.5673881138908089,-4.292252340557243,0.09829500826126582,2.3002096120981834,1.7593518497912715,0.5451695891161338
44,3.181293799344942,1.883191147280667,0.2815278164756798,-0.29859086964509246,-2.5292649911318934,0.474386404383431,4.461468182960057,2.1982086604228783,2.2058550045297913
45,3.96469273638838,1.0842696837369326,-0.7200055841998906,0.4625665486050657,-3.7500180837015296,0.5467335701117182,3.79438150072834,2.0780344517433416,1.848910102319705
46,2.8763495238720576,-0.7036863834855102,-0.8814192837710939,0.39681267522949715,-2.269532009231282,-0.2641246954786495,4.450879480970618,2.277670667674464,1.3500800984639263
47,3.2146070989343483,-0.7111838030964668,-2.0862323432291103,0.6827343887167077,-1.9673263004673769,-0.6401238062909987,4.5990887305908466,2.070215175060033,1.2108188580747115
48,3.6489614822489806,1.3024981474129946,-0.17336657841274644,0.4613578005943186,-3.322229640269893,0.16834887488119352,5.829459520421516,3.1948865089137453,2.4894795478861425
49,3.198797906825718,-0.014280799258965199,-1.3092684592520627,0.19038819814581057,-3.363546141350538,-0.14721079813202181,4.422901183411031,2.6922428799296463,1.41248958362639
50,3.091006536094618,2.8099257641921396,0.5697703583439702,-0.19080188495040853,-3.203494208910758,0.4533541333668306,4.350164577636371,3.152392339264744,2.077897649885579
51,3.0129535702060397,-0.11058693926161176,-0.9210136089411912,-0.6183984687445659,-3.5394486241924756,0.148298047075632,2.9938205888260825,2.3379212084085794,1.2206624274380034
52,3.668915415440297,-2.1790714569273524,-3.4269052071738795,-0.6002420818149076,-3.69811467389271,0.5845761990090971,5.905238978212182,1.8683178189329515,2.470579606786759
53,1.3356059050886582,-1.7428822945613338,-0.7932539258775972,-0.29292674682806985,-3.9028676706514513,-1.4472803240716625,2.1466777438887634,1.4702361725881905,-1.163179713507057
54,2.082238706470428,0.5634667857615455,-0.10205063843331304,-0.21849230114480897,-4.443902595668138,-0.8784799735635956,3.1792289323376783,1.4809830362807284,-0.31614196752802626
55,2.916800334744563,-0.78580097922456,-1.8235781604966348,-0.006904053969865961,-3.429856331226282,0.3660297259087824,2.9314063418875222,1.7999120544485532,1.3086201998356033
56,3.3555565524771342,-0.27213848087865555,-1.1685205938725496,-1.162726656581954,-3.412684721262524,-0.8674395375652687,6.022321518259789,1.6737426547092507,1.0675386965162903
57,2.402622063351379,1.19512438798465,-0.15469783848237714,0.40773408434029146,-4.206762053353034,-0.9460105973307683,5.589969017939324,1.4650372149249629,0.5239866333763206
58,1.8953197240594442,-1.6548768691279607,-1.5104335028901592,-0.5876647219028118,-3.550231574274542,-0.4671669408120899,3.9945558573900115,2.323962788331118,0.8504054702682726
59,10.263437734512506,7.931198888447796,2.619953793635017,1.492589606829915,2.0830451225506477,0.30960140935044694,5.425692943930281,1.8415282971673144,3.7237229288353966
60,11.972659583545918,7.2042169511711,2.995798393014719,3.3972952701230255,3.780153044529401,0.10838796182747372,7.8323341257124595,2.6949318212221103,4.97139346778658
61,12.569525561825232,12.689293436548896,6.97996020980939,7.417027172363492,4.100532664899058,-0.736956206381599,9.097805440404711,1.837552563958181,4.64719471949042
62,11.758634333552939,18.903136959110757,12.853704495698365,6.42978633106218,2.9902600057018622,-0.8396133389136297,9.642664008060823,1.8030824040840407,4.475853937639386
63,12.714984085082598,16.939973335979886,10.300254567281389,8.774972212328512,3.017447647211324,-0.0008406044044955864,8.936682789856814,1.538610041467831,5.057988226554619
64,14.112561460540073,11.592706563451104,4.297694021071554,6.731844359813521,5.473230023154952,-0.9004488534372178,11.264219593570028,1.953518136047068,5.834857693822527
65,12.517930289823232,12.12520186581977,6.301117841117009,4.302089535011136,4.444813046251598,-1.0900330890890482,9.840502233504136,1.7052788777245365,4.800212677027482
66,11.974425761075583,10.938824467381234,4.510859463618783,4.609413249920806,4.299091788131422,-0.8595160879507407,7.334022189991809,2.0578062309348413,4.157137744729645
67,15.61057176067816,22.193254598385604,11.092567322090146,11.295020643435604,5.20967261230929,-1.6147282182957021,14.44092292882486,1.9446896664096676,6.385106815371078
68,15.177755195378705,20.995363305544526,14.546663074590834,9.067897827945275,4.185240404370263,-1.1931054145385862,11.085697715322748,2.8630433324536955,5.3809887009578015
69,16.192570413324344,17.815029310572978,10.715519047574656,9.32774421479518,4.21384068753097,-1.0549060688303578,13.998995263571478,2.694638167195006,6.609190263125604
70,17.738914702044983,21.97154518989017,9.548931514916985,10.661554959459135,6.413218443662442,-1.293403740805242,15.435056419184308,2.9762339226861405,7.80187997008555
71,17.02588383809824,33.35744792907238,24.157693725481284,13.43053582715565,4.226382839230591,-1.9109969459200513,16.104119316403448,2.538377716180125,6.713786505812894
72,20.01122143689683,12.193838957258171,3.0284689728444563,9.53633146944314,6.959804318533061,-0.26322396943331783,14.974189104446134,3.4225490647520416,8.718758369558875
73,21.799626859333,22.972272197962155,11.744359858214636,13.609766034096413,7.831451552720923,-0.2869413929342866,13.28076891987153,4.678649084314356,8.458847443540074
74,24.010660263266164,18.07154816726214,6.3254994422276205,7.90446139907339,6.828074481661191,0.6722280983353551,16.02835085316437,3.760114489893914,10.187123622698012
